user_id,items,created_at,updated_at
29100,"[33851, 94578, 80980, 75452, 39769]",2024-07-29 05:03:35,2024-10-28 08:27:35
29404,"[51846, 95669, 67291, 54185, 60849]",2024-09-28 01:06:29,2024-10-25 04:29:40
29520,"[59285, 51336, 62159, 16305, 93703]",2023-05-07 02:58:23,2024-07-18 22:05:54
29567,"[60558, 47479, 65202, 93316, 98863]",2024-08-18 12:47:58,2024-08-22 17:05:07
29684,"[52713, 47076, 24252, 52523, 96012]",2023-12-24 09:03:15,2024-02-03 16:06:43
29763,"[4599, 18095, 93809, 51225, 86606]",2023-03-04 15:05:14,2024-01-14 10:11:11
29779,"[25536, 49262, 64217, 63489, 53022]",2024-07-13 06:18:56,2024-10-30 16:58:57
29863,"[5443, 67291, 47942, 28353, 52724]",2023-05-12 03:29:30,2023-11-02 16:01:35
29872,"[54983, 64217, 52116, 63231, 19154]",2023-06-03 19:07:51,2023-08-21 02:40:54
30153,"[2070, 71676, 97188, 11003, 16816]",2024-04-10 21:40:22,2024-09-29 08:31:58
30180,"[20958, 62444, 30973, 56005, 58734]",2022-12-29 02:18:17,2024-05-18 23:12:07
30279,"[42457, 93862, 66563, 74978, 89496]",2024-07-21 01:58:19,2024-11-05 23:29:08
30464,"[76829, 27438, 62441, 60136, 3830]",2024-05-14 06:12:58,2024-07-22 10:17:23
30539,"[3698, 32003, 35328, 1023, 69971]",2024-04-10 20:31:12,2024-09-29 16:54:01
30641,"[70608, 96404, 14028, 58592, 8884]",2023-06-30 11:11:07,2024-09-28 09:53:45
30726,"[94592, 888, 5443, 20587, 21734]",2024-08-12 14:24:03,2024-09-15 13:11:56
30793,"[14046, 15907, 44954, 94578, 74145]",2023-02-22 19:41:13,2024-10-25 02:18:19
30829,"[17634, 76960, 15263, 21271, 76829]",2023-09-05 20:47:00,2024-05-05 00:33:36
30844,"[51366, 16237, 26713, 76726, 85186]",2023-05-19 22:43:37,2024-08-24 15:05:15
30916,"[40983, 51366, 50488, 58862, 41688]",2024-09-01 11:17:11,2024-09-05 06:55:19
31037,"[93316, 72425, 58944, 60515, 92370]",2023-12-21 16:20:01,2024-03-15 12:06:21
31180,"[92646, 19546, 29363, 87779, 53612]",2024-06-27 14:26:37,2024-10-18 17:48:44
31446,"[33426, 38359, 21740, 88401, 25986]",2023-02-07 20:14:58,2024-03-01 17:15:47
31699,"[88401, 84867, 94592, 2467, 83348]",2024-03-31 05:14:09,2024-04-01 21:24:50
31855,"[81415, 81448, 58945, 47537, 34400]",2023-04-05 17:29:54,2023-08-22 13:26:31
32050,"[26749, 54890, 56647, 4749, 87645]",2024-04-15 08:50:03,2024-09-03 20:10:51
32281,"[71676, 74702, 32003, 83980, 15232]",2024-06-01 07:51:04,2024-08-27 10:35:26
32344,"[87005, 13564, 28164, 49778, 80179]",2024-08-18 15:03:47,2024-11-14 19:16:45
32479,"[46880, 25986, 92688, 78127, 75945]",2023-02-28 19:52:50,2023-12-21 15:52:13
32523,"[82416, 33819, 29612, 14026, 51336]",2023-07-17 15:52:04,2024-10-06 13:28:39
32637,"[97950, 74978, 60032, 62195, 54185]",2023-08-19 19:13:02,2023-11-03 04:02:00
32664,"[17633, 93472, 9961, 4373, 75254]",2023-03-30 20:51:07,2023-04-11 20:46:16
32749,"[70524, 45006, 12823, 82416, 73059]",2024-06-14 06:21:56,2024-11-02 18:46:27
33205,"[3698, 75964, 29122, 43870, 49262]",2023-11-09 14:49:16,2024-02-14 03:52:06
33211,"[44256, 71402, 52998, 52364, 88035]",2023-01-07 15:50:19,2024-01-22 07:38:52
33283,"[57729, 10282, 65924, 52998, 57885]",2023-11-07 14:48:22,2024-04-26 02:34:50
33287,"[68603, 35052, 90523, 4953, 51776]",2022-12-02 22:53:25,2023-03-07 05:46:13
33331,"[89491, 5268, 47942, 4953, 47236]",2024-05-07 22:28:28,2024-07-28 16:09:35
33380,"[53144, 53711, 12433, 97045, 45083]",2024-07-04 08:23:26,2024-11-10 18:00:53
33559,"[69252, 63933, 28353, 23474, 30274]",2024-07-29 18:52:54,2024-07-31 16:56:21
33575,"[36320, 46885, 14563, 96404, 69278]",2024-06-13 02:39:29,2024-07-06 11:02:04
33785,"[67927, 54638, 68603, 37890, 52713]",2024-09-22 17:45:53,2024-11-22 04:11:57
34007,"[56740, 12345, 53022, 37549, 33851]",2022-11-30 00:37:11,2023-11-01 14:36:17
34048,"[7045, 20603, 66635, 64694, 48076]",2023-07-11 01:37:58,2024-08-05 07:35:28
34060,"[28933, 12789, 52639, 11437, 23606]",2024-02-08 23:40:30,2024-05-23 09:59:45
34096,"[59330, 67291, 82807, 90523, 16292]",2024-08-07 02:18:17,2024-09-01 01:15:45
34124,"[24951, 34102, 92370, 38693, 3840]",2023-12-04 03:39:34,2024-09-28 01:13:31
34269,"[93843, 99523, 58054, 54638, 39323]",2023-04-03 18:11:19,2024-02-27 06:05:45
34332,"[32303, 32313, 35635, 38974, 10169]",2023-04-25 21:35:47,2024-06-20 01:07:09
34405,"[47054, 60645, 55903, 98814, 11560]",2023-06-02 09:00:53,2023-07-04 11:28:44
34413,"[64409, 37252, 25536, 90326, 86630]",2023-08-09 15:04:30,2024-06-29 23:18:39
34479,"[20641, 2091, 39323, 9188, 21271]",2023-10-03 03:03:46,2024-02-24 09:30:57
34567,"[91226, 98572, 37890, 52681, 13741]",2023-10-19 02:06:04,2024-06-02 05:00:32
34586,"[73309, 26713, 69801, 81755, 34030]",2022-12-15 07:35:52,2024-06-13 07:35:44
34600,"[70608, 83348, 24724, 85364, 36976]",2023-04-03 01:58:09,2024-06-08 14:43:01
34611,"[3732, 94578, 8055, 70524, 35052]",2024-02-16 07:34:27,2024-09-14 02:27:59
34622,"[86529, 71292, 47958, 68603, 10523]",2023-06-11 17:42:13,2023-08-16 06:47:54
34659,"[93807, 47054, 15303, 176, 29363]",2023-07-13 20:18:49,2023-12-01 10:08:34
34670,"[36401, 84695, 20737, 33855, 11869]",2023-06-17 09:29:32,2023-08-16 07:10:16
34824,"[66888, 27702, 93060, 96184, 11526]",2022-12-11 12:47:35,2023-01-27 05:35:55
34954,"[12149, 32918, 42952, 27651, 17540]",2022-12-01 11:02:25,2024-10-24 03:55:47
34957,"[28353, 31150, 59830, 29463, 41147]",2023-04-26 17:41:54,2023-06-25 09:56:53
34976,"[95701, 99380, 57748, 47159, 40622]",2024-01-17 22:48:32,2024-05-13 12:44:07
35047,"[14069, 15104, 5443, 81220, 27581]",2024-07-23 18:15:02,2024-11-13 11:58:01
35053,"[49952, 65295, 25123, 98863, 24252]",2023-07-21 06:12:49,2023-07-28 07:17:16
35110,"[9463, 20587, 64694, 79018, 15263]",2023-12-22 17:35:41,2024-03-28 03:06:26
35257,"[61097, 92370, 37495, 64217, 76659]",2023-02-28 14:41:57,2023-12-01 18:03:59
35557,"[58054, 14452, 93809, 5265, 60515]",2024-08-19 15:56:15,2024-09-03 16:41:44
35763,"[12373, 53407, 2091, 20201, 60644]",2023-03-07 08:40:39,2024-06-24 09:01:30
35904,"[39743, 39842, 11371, 31150, 94578]",2023-11-24 04:41:04,2024-03-20 04:40:41
35958,"[52080, 81448, 92840, 38891, 45666]",2022-12-20 12:37:38,2024-08-10 02:02:46
36058,"[63407, 70608, 20351, 45666, 91699]",2024-05-30 14:55:20,2024-10-08 14:20:29
36080,"[65295, 90419, 44096, 54638, 26617]",2024-09-15 09:16:25,2024-10-11 10:51:54
36087,"[12738, 79239, 76207, 32918, 23447]",2024-04-14 14:23:33,2024-09-05 21:21:58
36271,"[97461, 63407, 19168, 87939, 87117]",2023-03-26 21:30:21,2023-12-29 15:50:56
36351,"[45305, 4591, 38893, 61660, 39753]",2023-09-02 20:37:03,2024-03-08 11:47:54
36438,"[67341, 37361, 67927, 34400, 67908]",2024-04-09 18:11:27,2024-04-11 10:47:26
36560,"[21460, 11888, 4591, 63993, 50229]",2024-05-28 11:15:05,2024-11-19 04:08:44
36590,"[77526, 39538, 53407, 11383, 17633]",2023-07-06 20:58:06,2024-08-03 17:38:01
36669,"[89211, 88746, 90149, 14211, 27171]",2024-07-17 16:27:16,2024-08-08 23:24:03
36905,"[41806, 45238, 63277, 20527, 97010]",2024-08-25 02:47:40,2024-10-06 17:16:53
36928,"[8884, 60547, 64662, 34435, 62882]",2023-05-01 00:02:53,2024-09-06 15:19:14
36971,"[51191, 6237, 39898, 65037, 15294]",2024-02-19 14:46:15,2024-06-01 22:36:58
37081,"[39842, 23204, 78127, 16237, 47159]",2023-03-07 20:19:27,2024-08-23 21:51:59
37246,"[63993, 73862, 51052, 4789, 97045]",2024-05-16 14:23:14,2024-08-20 01:26:37
37364,"[66635, 31076, 72449, 99523, 53913]",2023-04-21 08:54:49,2024-08-17 22:07:58
37662,"[20878, 34653, 17540, 36493, 47236]",2023-01-23 11:16:16,2023-01-25 23:51:42
37667,"[81868, 8791, 9463, 61805, 20297]",2023-04-30 10:09:30,2024-06-16 12:50:41
37705,"[90187, 66563, 63944, 18949, 92748]",2023-02-02 00:27:39,2023-09-19 00:02:06
37908,"[15294, 3942, 41592, 9497, 8371]",2024-09-23 02:43:54,2024-11-09 22:53:17
37916,"[14028, 57184, 98814, 89491, 11383]",2023-12-30 14:40:01,2024-08-26 00:48:18
38080,"[97951, 76272, 73309, 49474, 43162]",2024-08-15 19:28:16,2024-11-19 19:04:49
38200,"[2244, 87117, 23204, 33123, 90653]",2023-01-09 17:42:30,2024-04-25 19:56:38
38210,"[14026, 74369, 60512, 32894, 65232]",2023-12-20 11:00:19,2023-12-27 17:30:38
38253,"[63277, 62651, 54983, 56647, 16352]",2024-11-12 13:14:32,2024-11-20 04:58:18
38432,"[96184, 41767, 60559, 64358, 80179]",2023-10-15 09:51:00,2024-05-23 03:57:15
38562,"[14069, 30973, 70325, 62303, 71909]",2024-08-20 05:33:42,2024-10-28 09:31:27
38611,"[67341, 95227, 64358, 44019, 10373]",2023-08-01 03:41:21,2024-09-20 21:30:57
38661,"[38882, 54410, 61951, 10103, 14046]",2024-03-12 10:04:27,2024-10-30 20:37:52
38667,"[21060, 8055, 8447, 43893, 82724]",2024-05-15 13:22:55,2024-06-14 02:27:49
39072,"[64409, 9463, 37140, 90221, 45554]",2023-10-04 01:32:22,2023-12-02 13:21:14
39145,"[9520, 18328, 96012, 93809, 20737]",2023-04-30 21:05:29,2024-02-13 00:24:50
39200,"[9153, 55939, 84172, 54185, 64112]",2024-02-07 05:57:36,2024-06-12 07:26:53
39233,"[15329, 17633, 42457, 65527, 197]",2024-05-09 18:48:24,2024-06-27 14:36:48
39245,"[81419, 46875, 56005, 95821, 63277]",2024-06-22 05:14:49,2024-11-09 13:47:25
39393,"[11755, 76726, 44096, 93490, 23147]",2023-04-26 05:41:18,2024-06-09 13:30:33
39550,"[24785, 38693, 50229, 45881, 36337]",2023-03-25 16:18:12,2024-01-13 19:13:19
39567,"[21857, 42991, 84529, 28180, 50951]",2024-01-27 20:21:24,2024-07-06 13:13:25
39683,"[15263, 453, 7251, 37910, 34112]",2023-10-23 12:21:56,2024-05-15 17:18:32
39768,"[51052, 2467, 18328, 4749, 47054]",2023-08-30 02:01:38,2024-06-30 00:31:22
39805,"[26811, 9497, 98551, 55943, 56811]",2023-01-29 15:59:39,2023-04-04 11:39:41
39866,"[49952, 97830, 98999, 91205, 3732]",2023-07-29 04:07:41,2023-12-10 07:48:10
39949,"[34653, 29122, 81415, 23474, 87964]",2023-02-28 18:20:19,2024-09-18 16:53:30
39968,"[12823, 46736, 47578, 88035, 95821]",2024-08-29 07:21:28,2024-09-20 04:40:01
40149,"[62882, 52727, 87645, 98551, 17531]",2024-07-31 00:10:51,2024-09-07 18:34:58
40206,"[35676, 61171, 2070, 14563, 37201]",2023-09-04 00:16:39,2024-10-23 08:19:54
40385,"[15303, 67746, 31185, 60202, 43297]",2023-12-03 14:49:11,2024-02-24 22:15:44
40392,"[733, 1960, 82807, 11861, 772]",2023-07-16 12:41:41,2024-07-06 18:40:00
40415,"[93490, 16057, 20878, 91947, 61761]",2023-05-28 03:40:13,2023-10-27 11:30:51
40485,"[28446, 82283, 4446, 93809, 63231]",2023-08-11 05:04:06,2024-10-07 11:29:27
40547,"[42952, 5546, 72449, 8443, 92840]",2023-11-14 16:31:59,2024-07-04 14:35:46
40612,"[46885, 92748, 62293, 3830, 10103]",2023-12-08 00:33:30,2024-03-03 09:08:53
40656,"[35676, 66876, 62195, 56949, 45554]",2022-12-13 09:52:01,2024-06-21 00:46:35
40676,"[12548, 34342, 67908, 43297, 4741]",2023-11-21 11:28:58,2023-12-30 05:18:16
40776,"[28180, 65037, 12099, 89892, 52230]",2023-01-19 21:30:32,2023-08-27 16:29:55
40823,"[53711, 70524, 1715, 9497, 60321]",2023-04-01 03:19:01,2024-05-04 22:10:10
40824,"[45238, 89215, 62882, 5268, 45767]",2023-01-08 08:56:04,2023-04-16 06:31:57
40864,"[96184, 59830, 27171, 10500, 36493]",2024-06-16 07:35:23,2024-08-31 10:42:58
41056,"[34030, 12373, 90419, 14211, 69623]",2024-01-27 23:59:57,2024-06-27 14:09:08
41171,"[35441, 55731, 24252, 7423, 20641]",2024-03-11 02:58:02,2024-05-06 08:45:16
41316,"[76176, 36912, 65924, 72088, 82416]",2024-07-17 08:01:31,2024-11-05 13:10:21
41358,"[74702, 22407, 98030, 14069, 73862]",2023-03-27 15:47:31,2024-11-12 18:15:50
41401,"[60506, 92621, 59833, 9520, 3927]",2023-05-27 02:03:35,2024-02-04 02:35:38
41610,"[21460, 55633, 69278, 26811, 41762]",2023-08-14 17:18:40,2024-08-22 01:54:42
41636,"[50644, 40115, 64417, 87080, 60644]",2023-04-12 07:21:39,2024-11-11 09:05:02
41686,"[98814, 71402, 176, 91226, 20373]",2023-09-16 04:15:18,2023-10-25 12:29:41
41696,"[24727, 29144, 55141, 61097, 28117]",2023-09-11 03:56:40,2024-01-26 08:59:35
41815,"[97580, 43893, 14563, 34495, 11861]",2023-05-18 07:54:15,2023-11-25 07:00:55
41964,"[16096, 1355, 43870, 34653, 57651]",2023-06-08 11:08:55,2023-10-11 19:10:41
41996,"[75945, 37549, 33787, 39323, 96529]",2024-07-15 05:42:44,2024-07-23 08:47:40
42007,"[36493, 23179, 36976, 53428, 76553]",2023-02-04 16:00:44,2024-03-13 20:41:34
42076,"[50644, 61951, 75097, 64417, 4352]",2023-05-08 02:28:41,2023-05-30 18:01:45
42277,"[64417, 69819, 24727, 53428, 63407]",2023-07-06 07:54:50,2024-08-04 10:23:56
42339,"[47076, 67320, 98999, 65590, 16159]",2024-01-23 06:48:16,2024-09-16 05:25:02
42340,"[11869, 92646, 46880, 197, 87005]",2024-06-26 07:32:53,2024-10-24 07:57:46
42358,"[64453, 27581, 77390, 32894, 76459]",2023-01-22 13:23:32,2023-12-14 06:09:25
42445,"[9554, 87779, 63353, 43870, 62159]",2023-07-11 08:21:48,2023-12-23 16:56:07
42450,"[98863, 23147, 9497, 62195, 37252]",2024-01-26 16:07:00,2024-04-18 14:37:40
42516,"[22407, 69971, 82556, 96900, 65602]",2023-10-07 00:21:36,2024-06-26 07:02:37
42753,"[65185, 43870, 93703, 49212, 93807]",2023-08-31 19:37:13,2024-04-30 14:49:39
43125,"[31185, 27525, 81815, 54983, 97950]",2024-07-09 01:51:48,2024-10-01 06:06:32
43213,"[24951, 18958, 78500, 76459, 1960]",2023-02-26 22:36:05,2024-04-28 13:33:27
43645,"[84867, 53407, 733, 15104, 11988]",2024-03-10 00:27:29,2024-08-23 05:43:50
43715,"[72755, 52523, 25587, 45083, 53352]",2023-06-08 08:52:20,2024-03-30 15:53:58
43730,"[12099, 96639, 52681, 52364, 99122]",2023-07-20 17:19:26,2024-04-27 19:18:42
43758,"[57198, 32135, 46566, 82171, 32217]",2023-09-14 13:46:45,2024-02-18 15:39:35
43797,"[22753, 81419, 64112, 86606, 27209]",2023-07-04 15:03:05,2023-07-16 12:59:05
43801,"[91821, 90627, 29650, 25536, 20297]",2024-04-02 13:12:46,2024-07-16 13:16:56
43910,"[79414, 67927, 56844, 45482, 55610]",2023-02-26 08:33:51,2024-01-19 03:26:50
44158,"[74978, 35441, 2545, 61017, 90326]",2024-02-03 15:53:17,2024-03-06 23:01:56
44320,"[41767, 66876, 39538, 38359, 43162]",2024-08-06 10:12:31,2024-09-08 14:43:37
44436,"[67341, 38974, 48293, 84508, 44343]",2023-06-26 14:02:10,2023-09-03 10:43:06
44540,"[21749, 14211, 5038, 51191, 54899]",2023-08-19 13:29:20,2024-11-21 19:39:11
44655,"[26705, 1023, 67746, 37549, 90627]",2023-01-20 02:20:09,2024-10-01 13:02:02
44698,"[7428, 1355, 82416, 18949, 83358]",2023-09-26 04:06:38,2024-10-31 17:42:33
44995,"[37945, 61171, 77526, 17634, 89496]",2023-09-01 09:16:55,2024-05-28 21:56:07
45058,"[89211, 91230, 47076, 80902, 888]",2023-01-19 19:56:12,2023-02-26 02:59:28
45227,"[49908, 35676, 31253, 93162, 50510]",2023-08-27 11:42:18,2024-10-21 20:27:34
45487,"[3840, 36976, 7141, 6962, 34381]",2023-07-14 16:30:17,2024-05-22 04:32:05
45490,"[94849, 35635, 34144, 82092, 14026]",2023-12-16 14:31:35,2024-04-21 16:31:28
45580,"[35439, 1355, 79239, 67927, 56666]",2023-08-20 23:02:45,2024-05-06 10:23:41
45598,"[50488, 36493, 28094, 18416, 90934]",2024-01-18 09:28:02,2024-11-22 03:41:42
45662,"[3732, 20587, 39649, 91699, 67746]",2023-08-03 05:50:13,2023-09-19 02:22:06
46150,"[91998, 81419, 47159, 47765, 47236]",2024-06-20 08:21:34,2024-10-25 07:39:07
46383,"[91397, 41688, 28446, 50144, 60202]",2023-11-02 08:51:00,2024-09-27 13:46:59
46445,"[32894, 64112, 68498, 2744, 16237]",2024-06-15 09:49:59,2024-11-08 10:55:39
46543,"[87939, 58414, 46464, 75945, 8439]",2023-04-21 18:37:31,2024-07-29 11:56:47
46649,"[34750, 92955, 61097, 62216, 52364]",2024-05-17 04:03:23,2024-10-29 18:35:47
46715,"[21340, 53149, 32023, 28215, 46736]",2023-02-09 21:23:46,2023-12-07 00:06:16
46780,"[18095, 90523, 37201, 76272, 42457]",2023-09-05 10:19:44,2024-07-14 17:17:06
46958,"[50107, 90934, 39753, 12099, 176]",2023-11-18 11:39:05,2024-06-07 04:25:11
47050,"[28187, 93809, 18040, 27957, 76726]",2023-07-31 06:13:49,2024-10-17 05:17:43
47065,"[29612, 74978, 52998, 62812, 26705]",2024-08-21 10:31:09,2024-09-06 19:46:27
47092,"[14026, 38928, 54410, 58414, 97648]",2023-08-09 17:26:01,2024-10-25 23:23:17
47130,"[91724, 42620, 91821, 81415, 10554]",2024-03-07 14:07:17,2024-03-23 23:50:52
47210,"[45238, 41221, 89271, 41762, 57729]",2023-01-17 09:33:41,2023-10-27 13:20:59
47239,"[32003, 4599, 64217, 69592, 96529]",2023-09-20 00:24:25,2024-11-12 09:16:33
47272,"[89271, 90934, 57198, 48982, 59330]",2023-08-17 20:32:19,2024-02-20 09:08:38
47276,"[95701, 42597, 32591, 5265, 64235]",2024-08-13 08:34:54,2024-09-26 02:27:54
47279,"[90352, 78335, 90463, 35676, 39753]",2024-11-09 08:10:29,2024-11-19 04:48:00
47372,"[888, 88470, 82023, 78335, 62444]",2023-12-27 09:48:26,2024-04-03 20:52:47
47420,"[32003, 50229, 60547, 197, 67927]",2024-05-01 13:28:56,2024-10-18 04:19:32
47450,"[47453, 52379, 69623, 81868, 94578]",2024-08-25 08:55:31,2024-11-19 15:57:40
47497,"[65602, 38559, 9463, 79699, 18958]",2023-09-27 04:34:31,2024-06-30 23:04:53
47695,"[91699, 49474, 60097, 72449, 72398]",2024-02-24 02:36:48,2024-04-02 19:13:35
47772,"[47939, 65052, 53407, 4953, 52998]",2023-12-08 15:19:16,2024-03-05 02:56:47
47812,"[46775, 27799, 4591, 14069, 25123]",2024-10-08 00:18:08,2024-10-21 16:53:57
47880,"[43058, 88401, 55903, 96404, 23474]",2023-03-05 02:22:11,2023-08-02 19:21:34
48041,"[16565, 45997, 93626, 10597, 28117]",2024-11-05 06:25:29,2024-11-15 22:48:36
48139,"[56698, 88138, 91397, 52647, 75097]",2023-12-15 17:57:42,2024-01-05 14:08:27
48185,"[91226, 93703, 2425, 18328, 96012]",2023-01-05 05:41:25,2024-02-17 14:29:35
48204,"[96900, 64417, 54114, 93809, 96639]",2023-11-16 23:52:46,2024-07-23 03:22:35
48288,"[71909, 26299, 34144, 29230, 78465]",2023-04-18 23:07:13,2023-07-15 03:29:46
48340,"[56949, 5843, 28447, 28180, 74978]",2023-12-12 18:08:53,2024-03-20 13:07:43
48387,"[27749, 45006, 65590, 38559, 88871]",2024-07-19 13:13:20,2024-11-06 23:27:59
48603,"[24727, 62216, 97188, 46885, 96438]",2023-11-14 12:07:39,2024-10-30 00:32:35
48693,"[41806, 88293, 89271, 96529, 46233]",2024-06-01 20:50:03,2024-10-26 10:14:13
48765,"[904, 11526, 49946, 98518, 63944]",2024-06-06 14:56:11,2024-11-08 13:04:39
48879,"[69623, 65924, 47958, 55141, 75452]",2024-01-06 16:23:01,2024-01-25 09:51:20
48988,"[99038, 9463, 34102, 25536, 22907]",2024-07-28 19:34:21,2024-10-18 16:31:52
49130,"[98999, 57155, 18785, 53711, 24090]",2024-06-24 20:32:35,2024-08-22 06:52:53
49178,"[49623, 21096, 57155, 47537, 36401]",2023-06-08 09:23:08,2023-12-07 08:47:01
49322,"[88070, 89271, 24951, 16661, 15329]",2024-01-07 22:54:10,2024-03-21 15:12:08
49432,"[4789, 98814, 76482, 61660, 55633]",2024-09-30 05:54:06,2024-10-03 00:42:50
49514,"[81243, 96012, 61883, 11888, 904]",2024-11-22 09:42:07,2024-11-22 11:17:40
49563,"[96529, 71124, 47479, 47578, 8150]",2024-07-25 19:35:07,2024-08-30 22:43:37
49593,"[26617, 86529, 65116, 11371, 82556]",2024-03-15 22:29:25,2024-07-02 04:05:53
49672,"[7045, 4373, 77687, 75945, 92898]",2024-05-14 14:14:39,2024-08-06 00:09:20
50054,"[37382, 37495, 85186, 31354, 36093]",2024-06-12 00:34:07,2024-09-07 22:14:36
50102,"[76962, 63837, 50144, 58945, 72762]",2024-02-20 18:57:23,2024-03-29 19:03:21
50159,"[1023, 97010, 58955, 22412, 25587]",2022-12-18 19:03:56,2024-05-22 06:07:23
50192,"[86104, 6814, 17631, 18472, 18422]",2023-06-28 05:24:14,2024-01-21 06:05:30
50198,"[21271, 53711, 29140, 97147, 57885]",2024-10-10 14:36:38,2024-10-11 20:51:12
50511,"[63489, 86171, 29140, 37382, 79239]",2024-08-05 09:49:57,2024-10-08 07:19:20
50544,"[76984, 97010, 75452, 16057, 93809]",2023-04-29 08:26:28,2024-01-05 07:21:09
50594,"[87645, 53022, 29122, 65590, 16661]",2023-12-29 02:17:52,2024-06-18 03:53:02
50656,"[76494, 64453, 76207, 60032, 55939]",2023-12-24 11:26:51,2024-04-02 01:24:05
50689,"[61171, 58592, 98863, 98549, 76829]",2024-02-18 04:09:06,2024-10-07 02:11:30
50743,"[53352, 30973, 8055, 11003, 20737]",2023-06-24 21:57:33,2024-03-24 16:29:03
50802,"[63926, 11064, 30252, 32591, 16096]",2023-06-12 01:37:59,2023-07-01 14:41:33
50884,"[57826, 88904, 55939, 69623, 3830]",2024-02-10 11:17:36,2024-09-06 08:04:31
50911,"[32135, 46233, 39743, 49623, 35441]",2024-03-12 11:11:11,2024-09-14 15:38:23
50931,"[15512, 88070, 22220, 25324, 69592]",2023-01-14 11:45:29,2023-11-16 23:00:43
50959,"[41201, 92646, 11064, 32894, 8884]",2024-04-24 22:03:43,2024-07-16 16:23:18
51146,"[60032, 39743, 4373, 99250, 16265]",2023-03-24 22:33:08,2024-04-11 07:46:23
51181,"[99038, 35052, 1355, 61157, 93843]",2022-11-29 19:12:04,2023-01-23 07:46:29
51228,"[16265, 51776, 76176, 32670, 74744]",2024-01-10 11:49:10,2024-05-23 02:02:44
51244,"[48076, 58944, 31354, 92955, 48527]",2024-07-28 04:01:27,2024-09-03 22:10:09
51343,"[98999, 44280, 176, 83348, 88449]",2023-03-13 00:45:23,2023-03-18 07:36:29
51443,"[79414, 62293, 63837, 80508, 18815]",2024-07-08 22:02:25,2024-11-05 02:08:19
51463,"[62812, 44954, 37252, 88871, 71292]",2023-07-14 20:19:58,2023-09-21 21:12:29
51478,"[41762, 89211, 52364, 39842, 16816]",2023-05-27 07:26:25,2024-08-25 01:53:34
51709,"[4953, 73250, 35594, 34495, 52080]",2024-08-29 04:26:10,2024-10-21 01:20:30
51883,"[47646, 73059, 42620, 63231, 47942]",2024-10-30 09:13:14,2024-11-10 15:19:13
51963,"[41147, 51162, 15512, 1023, 34112]",2024-08-16 09:35:29,2024-08-19 13:51:48
51974,"[46464, 4599, 44096, 92208, 28933]",2024-05-31 08:19:06,2024-06-27 13:31:38
52125,"[46395, 77787, 87614, 9480, 5813]",2024-08-14 15:17:23,2024-09-12 10:18:27
52139,"[72449, 49262, 85899, 1023, 29834]",2023-02-12 00:18:42,2024-01-06 17:50:04
52177,"[67341, 76326, 5934, 46395, 41147]",2024-11-18 16:37:44,2024-11-22 03:31:30
52293,"[48527, 62651, 81415, 3840, 18633]",2024-07-07 16:42:14,2024-07-24 18:00:41
52698,"[74145, 91821, 60321, 30846, 23147]",2024-03-03 15:16:22,2024-04-14 02:58:17
52712,"[42457, 13441, 95227, 18472, 27651]",2024-08-14 17:27:59,2024-08-24 15:15:15
52848,"[4749, 55796, 38882, 904, 67908]",2023-09-11 01:47:54,2024-03-20 00:06:30
52865,"[80537, 67908, 55633, 46736, 4034]",2024-05-23 05:49:03,2024-07-23 23:01:39
53040,"[91947, 35328, 25324, 23127, 11064]",2024-01-15 18:14:43,2024-02-12 21:18:45
53098,"[26811, 62882, 5268, 37910, 29122]",2023-01-22 23:49:11,2024-09-01 21:58:11
53573,"[84421, 73254, 28187, 60849, 32670]",2023-10-19 05:15:22,2024-08-27 14:03:49
53690,"[17631, 86059, 98863, 96505, 76659]",2023-03-16 17:08:42,2023-06-30 03:03:26
53713,"[53352, 44343, 78465, 3830, 55633]",2024-01-14 01:27:58,2024-09-02 02:09:25
53729,"[36976, 52379, 44256, 46718, 93626]",2024-05-02 07:29:36,2024-11-07 02:33:00
53776,"[97188, 92080, 29144, 90187, 91998]",2023-10-07 01:38:19,2023-10-11 21:03:00
53899,"[92208, 30973, 87953, 48064, 9048]",2024-03-26 06:18:08,2024-09-11 03:56:52
54035,"[33139, 38527, 92646, 26218, 50229]",2023-04-16 13:22:10,2024-08-06 20:20:13
54277,"[67746, 35052, 64112, 772, 75281]",2024-10-09 14:27:38,2024-11-13 00:17:44
54416,"[81747, 22220, 93703, 16292, 35052]",2023-12-10 09:23:17,2024-05-13 02:34:38
54520,"[88746, 904, 42620, 82997, 88035]",2024-01-29 20:37:11,2024-09-04 00:58:04
54528,"[11988, 8371, 43297, 61365, 89211]",2023-04-12 13:09:29,2023-04-27 12:25:10
54615,"[25082, 73059, 1087, 93162, 98863]",2024-01-23 14:14:56,2024-07-06 22:06:18
54631,"[39743, 4599, 5265, 197, 36815]",2023-08-29 02:13:41,2024-09-04 12:47:51
54668,"[68498, 38543, 12548, 75758, 80902]",2023-07-23 01:52:38,2024-04-01 13:28:45
54723,"[61829, 50229, 69771, 65924, 2174]",2023-08-26 00:24:23,2023-11-02 02:29:31
54918,"[20958, 21740, 88138, 32023, 46566]",2023-05-09 10:10:04,2024-05-03 20:47:06
54941,"[43870, 71676, 18676, 904, 77390]",2023-11-16 16:14:13,2024-01-29 09:51:40
55019,"[99472, 33851, 5843, 26732, 81243]",2024-09-19 21:08:37,2024-11-03 02:40:17
